prompt,chat,link,date,sent,status,eligible,chat_name,subscription_id
"Подскажите, пожалуйста, кто занимается ремонтом морозильных камер?",Токмак Молочанск Барахолка,t.me/baraholka_tkm/557139,11/19/2024 2:11pm,,,,,
"Люди всем привет, посоветуйте пожалуйста мастера по ремонту холодильников",ЧЕРНОМОРСК / ИЛЬИЧЕВСК,t.me/chernomorsk_board/369745,11/19/2024 2:14pm,checked,checked,checked,,
"Где то был номер ремонта холодильника и тут в группе мне их и дали , если найду куда и как для его записал то скину , а так могу дать номер ремонта генератора на машину не надо 😁",АНТРАЦИТ В ЦЕНТРЕ СОБЫТИЙ,t.me/fudutsfggjgduts/244985,11/19/2024 2:19pm,,,,,
Скинула телефон мастера по стиралке в личку.,"ЖК ""Сердце Столицы""",t.me/moscowheart/264427,11/19/2024 2:19pm,,,,,
"Здравствуйте, подскажите где в Убуде мне найти электрика, кот сможет отремонтировать мой экран для проектора. Там надо поменять вертушку.",БалиЧат | Балифорум,t.me/balichat/2565368,11/19/2024 2:21pm,,,,,
Дайте пожалуйста номер электрика,Всё обо Всём. Лесозаводск.,t.me/vseobovsemles/577119,11/19/2024 2:25pm,checked,checked,checked,,
"Здравствуйте,дело в том что камеры покупались  со звуком а звука нет, видео выгружать звука нет то ли брак то ли сами не правильно настроили или чего то не понимаем.",Озон - агентские ПВЗ,t.me/ozonpvz/899077,11/19/2024 2:26pm,checked,checked,checked,,
"Кто знает куда можно продать телефон на запчасти, требуется замена экрана, а так всё работает хорошо","Шабашки Подработка Краснодар. Грузчики,Шабашки, Работа.Барахолка.",t.me/shabashka_23/476197,11/19/2024 2:26pm,,,,,
"Продается айфон 12 новый, состояние идеальное, телефон оригинал💯 Нечего не заменён, всё родное  Комплект полный  Всё чётко идеально работает, цена 27т торг имеется.",ВАЙНАХИ В МОСКВЕ 95/06,t.me/Waynahimoskva/59053,11/19/2024 2:26pm,,,,,
Доброе утро. Подскажите пожалуйста мастера по ремонту стиральных машин.,МАРИУПОЛЬ | ЧАТ | ОБЪЯВЛЕНИЯ,t.me/Chat_Mariupolya/1102376,11/19/2024 2:27pm,,,,,
Все комфорки и духовка в рабочем состоянии. Продаем из-за ремонта. Цена-30.000,БАРАХОЛКА МОСКОВСКИЙ,t.me/ID123007/151860,11/19/2024 2:37pm,,,,,
"Продам телефон, Redmi 9c на 64 гб. Не глючит, и никогда не был в ремонте! Обращайтесь в личные сообщения.","Днепрорудный, Энергодар - Объявления Запорожской области 🤝",t.me/pokupaikaDR/300826,11/19/2024 2:38pm,,,,,
"Соседи, доброе утро! Есть у кого-то контакт мастера по стиральным машинкам? Поделитесь, пожалуйста",ЖК Серебряный фонтан,t.me/jk_silver_fountain/87059,11/19/2024 2:39pm,checked,checked,checked,,
Нн все телефоны настроены на есим.,Уезжант форум - Едем в Китай | эмиграция чат,t.me/forum_china/266235,11/19/2024 2:40pm,,,,,
"Приветствую. Подскажи, нашёл номер электрика?",error,t.me/chat_debalcevo2022/296265,11/19/2024 2:41pm,,,,,
Подскажите кто занимается ремонтом телефонов?,Веселое информация 🇷🇺,t.me/InformationVesyoloye/143620,11/19/2024 2:41pm,,,,,
Доброго дня чарівна спільнота шукаю телефони планшети ноутбуки зломані під ремонт і відновлення безкоштовно прийму в дар пересилку оплачу,Объявления Константиновка 🇺🇦 Костянтинівка,t.me/obyava_konst/346938,11/19/2024 2:43pm,,,,,
"Без Autodo все норм, стоит его подключить и начинается. Самое интересное, что если подключить другой телефон, то проблемы нет. Правда на нем установлена старая проверенная версия Autodo.",Geely Atlas 2024 ЧАТ,t.me/geelyatlas1/214785,11/19/2024 2:46pm,,,,,
В планшете должно быть ....можно выключить эту настройку,Jetour Dashing Club Джетур Дашинг Клуб,t.me/jetourdashingclub/459289,11/19/2024 2:47pm,,,,,
"Здравствуйте, возможно, кто-то занимается ремонтом телефонов? Отзовитесь, пожалуйста",Українці в Ольденбурзі,t.me/UkrainiansOldenburg/127123,11/19/2024 2:48pm,,,,,
